"Type";"Coverage";"OdName";"AREA";"AreaName";"REG";"RegName";"DEV";"DevName";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"country";"criterion"
"Immigrants";"Both";"Azerbaijan";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"47951";"69943";"54684";"49495";"43442";"40310";"29878";"22210";"15902";"14906";"5587";"5635";"4277";"2584";"4600";"8900";"20968";"23331";"22874";"14500";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Bahamas";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"3";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Bahrain";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Bangladesh";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"13";"15";"25";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Belarus";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"45618";"36212";"34670";"43383";"35337";"23903";"17575";"13760";"11549";"10274";"6520";"6841";"5309";"5650";"6797";"5619";"6030";"5865";"5517";"4894";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Belgium";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"9";"13";"16";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Belize";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"5";"4";"4";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Benin";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"10";"3";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Bolivia (Plurinational State of)";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"5";"5";"5";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Bosnia and Herzegovina";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"15";"8";"35";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Brazil";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"5";"8";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Bulgaria";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"56";"23";"71";"14";"40";"27";"750";"493";"355";"245";"255";"238";"212";"125";"118";"109";"207";"190";"174";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Burkina Faso";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"2";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Burundi";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"9";"7";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Cabo Verde";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"4";"1";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Cambodia";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"6";"0";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Cameroon";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"9";"3";"9";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Canada";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"0";"0";"0";"0";"73";"99";"72";"50";"74";"70";"103";"87";"99";"77";"118";"105";"98";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Central African Republic";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"1";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Chad";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"2";"1";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Chile";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"1";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"China";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"38";"103";"42";"35";"83";"26";"2861";"6854";"3871";"1121";"405";"410";"346";"212";"432";"499";"1687";"1177";"770";"1380";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"China (including Hong Kong Special Administrative Region)";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"432";"499";"1687";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"China, Taiwan Province of China";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"2";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Colombia";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"11";"16";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Comoros";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"2";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Congo";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"41";"33";"6";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Cook Islands";"909";"Oceania";"957";"Polynesia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"0";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Costa Rica";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"2";"1";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Côte d'Ivoire";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"6";"7";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Croatia";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"10";"10";"15";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Cuba";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"33";"16";"12";"14";"10";"13";"110";"83";"60";"37";"42";"22";"23";"12";"17";"12";"44";"36";"30";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Cyprus";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"13";"16";"28";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Czech Republic";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"24";"39";"62";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Democratic People's Republic of Korea";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"5";"2";"73";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Democratic Republic of the Congo";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"1";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Denmark";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"5";"2";"13";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Dominica";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"0";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Dominican Republic";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"2";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Ecuador";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"20";"11";"5";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Egypt";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"19";"18";"51";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Equatorial Guinea";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"2";"9";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Eritrea";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Estonia";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"8176";"24440";"14340";"11250";"8591";"5869";"3483";"1771";"852";"786";"535";"534";"445";"446";"432";"347";"508";"476";"538";"637";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Ethiopia";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"7";"4";"6";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Finland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"0";"0";"0";"0";"140";"164";"117";"83";"97";"136";"125";"141";"129";"137";"172";"174";"141";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"France";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"40";"54";"144";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"French Polynesia";"909";"Oceania";"957";"Polynesia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"0";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Gabon";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"1";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Gambia";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"1";"2";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Georgia";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"42863";"54247";"69934";"66847";"51412";"38551";"24517";"21059";"19626";"20213";"9674";"7128";"5540";"4886";"5497";"6806";"10595";"8806";"..";"5245";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Germany";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"4";"6";"3";"6";"6";"2379";"2425";"1894";"1753";"1627";"1962";"2692";"3117";"3025";"2900";"3164";"3134";"2585";"2621";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Ghana";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"15";"8";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Greece";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"1";"0";"6";"3";"6";"183";"238";"201";"182";"124";"150";"224";"182";"200";"176";"260";"289";"240";"298";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Greenland";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"1";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Grenada";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"1";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Guam";"909";"Oceania";"954";"Micronesia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"0";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Guatemala";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"6";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Guinea";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"4";"2";"2";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Guinea-Bissau";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"4";"3";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Honduras";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"0";"2";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Hungary";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"17";"11";"29";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Iceland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"2";"1";"4";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"India";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"54";"72";"107";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Indonesia";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"13";"11";"9";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Iran (Islamic Republic of)";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"12";"18";"36";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Iraq";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"36";"38";"12";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Ireland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"2";"8";"6";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Israel";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"8";"25";"31";"20";"26";"10";"1626";"1528";"1425";"1508";"1373";"1670";"1808";"1486";"1004";"1053";"1094";"1002";"861";"814";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Italy";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"46";"44";"152";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Jamaica";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"2";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Japan";"935";"Asia";"906";"Eastern Asia";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"22";"18";"108";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Jordan";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"26";"33";"52";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Kazakhstan";"935";"Asia";"5500";"Central Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"128906";"183891";"195672";"346363";"241427";"172860";"235903";"209880";"138521";"124903";"65226";"55706";"29552";"40150";"51945";"38606";"40258";"39964";"38830";"27862";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Kenya";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"38";"52";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Kuwait";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"0";"5";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Kyrgyzstan";"935";"Asia";"5500";"Central Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"33707";"62897";"96814";"66489";"27801";"18886";"13752";"10997";"10370";"15536";"10740";"13139";"6948";"9511";"15592";"15669";"24731";"24014";"23265";"20901";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Lao People's Democratic Republic";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"0";"1";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Latvia";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"13035";"27271";"25891";"26370";"14859";"8227";"5658";"3577";"2108";"1785";"1283";"990";"906";"819";"726";"766";"887";"716";"664";"811";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Lebanon";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"27";"54";"43";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Libya";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"8";"30";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Lithuania";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"10044";"15354";"19407";"8456";"4126";"3055";"1785";"1384";"987";"945";"758";"722";"535";"339";"360";"371";"537";"455";"443";"433";"..";"..";"..";"Russian Federation";"Residence"
"Immigrants";"Both";"Madagascar";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"2";"0";"..";"..";"..";"..";"..";"..";"Russian Federation";"Residence"
